Date, Open, High, Low, Close, Volume
11/2/2021,640,645,631.1,632.6,524286
11/1/2021,641.7,659,635,649.3,494013
10/28/2021,674,674.9,650.6,654.8,764254
10/27/2021,697.7,697.7,670.1,672.4,993688
10/26/2021,689,700,669,697.7,674276
10/25/2021,709.3,710,685,688.7,918005
10/21/2021,730,733.8,695.3,717.3,593718
10/19/2021,730,743,720.5,725,517667
10/18/2021,748.1,754,720,732.7,902986
10/14/2021,715,724.9,710.6,719.8,562016
10/13/2021,700,724.5,698,712.7,842496
10/12/2021,703,704,697.2,699.7,524544
10/11/2021,699.9,703.8,698,699.6,795175
10/7/2021,679.9,685.9,676.5,684,326251
10/6/2021,685,685,675.5,678.9,478706
10/5/2021,685.1,690,676,681.9,406736
10/4/2021,678,703,678,685.6,1034309
9/30/2021,651.6,653.9,650,651,497180
9/29/2021,652.8,654.5,651.4,652.2,317759
9/28/2021,656,658,651.4,652.6,308396
9/27/2021,650.3,655,648.8,653.3,444147
9/23/2021,651,653.1,648,651.8,303941
9/22/2021,654,655,648.2,649.9,378019
9/21/2021,648.1,655.7,645.2,653.3,362869
9/20/2021,649,652,646.1,648,383951
9/16/2021,657.2,662,652.6,656.2,443751
9/15/2021,652.5,658.9,634.3,657,663831
9/14/2021,657,663,651,652.5,602041
9/13/2021,664.5,664.9,652.1,658.2,585971
9/9/2021,660.3,664,639.6,658.8,1047920
9/8/2021,660,675,653,660.2,1321488
9/7/2021,607,650.8,606.2,649,1905162
9/6/2021,596.2,608,596.2,605.4,921005
9/2/2021,587,590.8,582.3,585.1,584841
9/1/2021,585,595.4,585,586.7,834927
8/31/2021,570,584.8,569.5,582.5,1105049
8/26/2021,569.4,570.5,568.1,569.6,358531
8/25/2021,568.9,572.5,568.5,569.4,329620
8/24/2021,569,569,565,568.1,251054
8/23/2021,562.7,571,562,567.7,372310
8/19/2021,566.5,567.5,562.8,563.6,347713
8/18/2021,570,570,564.6,566.2,350680
8/17/2021,569,570.7,564.8,567.6,479063
8/16/2021,572.4,574,568,568.6,412235
8/12/2021,573,574,569.5,572.3,429544
8/11/2021,570,575.3,566.5,572.9,418028
8/10/2021,570.9,574.9,568.5,571.3,588218
8/9/2021,568,575,562,569.1,632653
8/5/2021,568.9,569.8,566.7,567.5,572410
8/3/2021,570.5,574,568.1,568.9,308130
8/2/2021,569.8,572,567.4,570.5,406511
7/29/2021,573,574.4,564,567.2,487643
7/28/2021,566.2,570,561.3,565.7,289738
7/27/2021,578,578,564.1,566.2,628355
7/26/2021,585,590,575.6,577.9,688354
7/19/2021,558,562.3,554.3,560.3,425822
7/15/2021,545.4,550,545.4,548.5,243238
7/14/2021,543.6,548.5,543.6,545.4,301545
7/13/2021,543.1,550.9,541.1,543.6,251931
7/12/2021,540.1,543,539.5,540.7,201727
7/8/2021,539.4,541,538.3,540,309397
7/7/2021,540.5,542.6,538,539.4,306430
7/6/2021,548,549.1,538.5,540.4,346681
7/5/2021,538.3,548,538.3,546.9,322689
6/30/2021,535,540.5,534,539.1,227029
6/29/2021,536.9,536.9,533.5,534.3,197520
6/28/2021,531.7,534.8,531,533.1,230462
6/24/2021,538,540.5,534.9,539.2,209133
6/23/2021,542.2,544.6,537.5,538,237327
6/22/2021,549.9,550,541.2,542.1,383692
6/21/2021,538,548.3,535.4,546.3,393223
6/17/2021,530.2,538.5,529.6,533.1,180533
6/16/2021,534,534,527,529.5,259081
6/15/2021,533,533.9,529,529.5,382684
6/14/2021,534.1,537,532.5,532.9,194675
6/10/2021,533.8,534.7,531.5,532.7,304334
6/9/2021,537,538,532.2,533.8,325630
6/8/2021,540.2,542.5,535.5,536.2,372315
6/7/2021,545,545.2,539.7,540.2,389051
6/3/2021,544.5,552,543.5,544.1,401810
6/2/2021,547.2,547.2,543,544.6,421621
6/1/2021,544.3,550,544.1,547.2,350566
5/31/2021,550,550,541.5,543.4,413560
5/27/2021,569,569,552,553.2,823911
5/25/2021,567,569,559.1,560.2,477489
5/24/2021,558,570,558,566,504300
5/20/2021,563.1,565.9,555.1,557.8,491159
5/19/2021,571,576.5,560.8,563.1,770927
5/18/2021,556,575,555.1,570,1215913
5/17/2021,542.5,558.9,540,554.6,753504
5/12/2021,549.8,549.8,535.2,541.6,566240
5/11/2021,550,557,543.1,547.9,808798
5/6/2021,518.1,523,518,520.8,524609
5/5/2021,518.5,519,518,518,416912
5/4/2021,520,522.8,518,518.3,430896
5/3/2021,519.3,526,518.7,519.9,293591
4/29/2021,518.2,519,518,518.2,748225
4/28/2021,520.8,520.8,518,518.4,614848
4/27/2021,522,522,518.6,519.7,603062
4/26/2021,525.1,525.5,520.1,520.9,601452
4/22/2021,525.8,526.4,523,523.6,436431
4/21/2021,524,529,524,525.6,416641
4/20/2021,522.9,525,520,523,627988
4/19/2021,520,527.8,518.1,522.9,524179
4/15/2021,525.2,531.1,525.2,529.5,80875
4/13/2021,526.1,531.9,526,530.4,140024
4/12/2021,529.9,533.9,525.3,529.3,92658
4/8/2021,521,533.6,521,529.4,124240
4/7/2021,537.4,547.8,531.5,533.4,206009
4/6/2021,529.3,540.3,527,537.4,137018
4/5/2021,523.7,531.8,523.7,526.5,119061
4/1/2021,529,529,524,526.8,233488
3/31/2021,535.4,535.4,528,529,207726
3/29/2021,542.2,543,534.5,535.4,199578
3/25/2021,540.1,552,539.9,542.2,240336
3/24/2021,549.8,552,536.2,546.8,171870
3/23/2021,565,574,548,549.8,280221
3/22/2021,530,567,523.2,560.5,264540
3/18/2021,539.5,539.5,530,532.4,223539
3/16/2021,553.2,558.3,538,539.9,348653
3/15/2021,556.2,559,549.8,552.8,265568
3/11/2021,570,579.9,567.9,570.4,251380
3/10/2021,575,584,558.1,567.8,549174
3/9/2021,588,588,571.3,574.7,618494
3/8/2021,605,619.9,582.4,592.8,1096052
3/4/2021,556.8,556.8,556.8,556.8,396608
3/2/2021,516.67,521.67,514.17,518,2021840.941
3/1/2021,516.67,516.67,508.53,515.33,1221737.965
2/25/2021,512,512,504.7,509.03,814079.9764
2/24/2021,509.67,512.67,505.67,507.57,678191.9803
2/23/2021,515,517.2,502,504.03,731168.9788
2/22/2021,532.97,532.97,511.33,512.43,619679.982
2/18/2021,543.67,546.33,528.67,530.77,771764.9776
2/17/2021,543.67,550,530.07,534.3,1179875.966
2/16/2021,491.67,549.97,491.67,540.5,1989380.942
2/15/2021,533,533,515,518.23,1890482.945
2/11/2021,599.67,599.9,537,566.77,4706180.864
2/10/2021,502.87,526.67,495.5,503.23,1139180.967
2/9/2021,499.3,508,483.33,497.67,771776.9776
2/8/2021,533.77,536.67,498.9,498.97,1074254.969
2/4/2021,549,566.2,546.67,566.2,1467500.957
2/3/2021,516.67,533.97,513.77,532.9,1119275.968
2/2/2021,498.33,506.67,486.67,502.57,960656.9721
2/1/2021,518.67,524,493.33,496.17,1080941.969
1/28/2021,543.33,552.1,528.33,534.17,1057433.969
1/27/2021,513.33,533,510,529.77,925688.9732
1/26/2021,480.67,509.37,480.67,502.03,724574.979
1/25/2021,474.97,482.23,472.03,479.43,455918.9868
1/21/2021,473.33,478.33,468.33,474.8,338876.9902
1/20/2021,474,479.53,467.73,470.13,422786.9877
1/19/2021,473.33,478.33,467.03,472.77,296321.9914
1/18/2021,483.67,485,467,471.17,652445.9811
1/14/2021,450,471,450,462.77,996929.9711
1/13/2021,436,450,436,445.83,800741.9768
1/12/2021,419.17,433.8,419.17,433.17,489464.9858
1/11/2021,413.3,419.33,410.67,417.67,285791.9917
1/7/2021,400,413.33,399.97,402.63,168038.9951
1/6/2021,404.43,406.67,394.67,399.5,361130.9895
1/5/2021,423.33,425,403,404.43,509192.9852
1/4/2021,419.33,431.5,407,417.4,547265.9841
12/30/2020,388.67,399.83,388.67,393.6,573338.9834
12/29/2020,373.87,388.33,373.87,386.6,448421.987
12/28/2020,371.33,375,367.37,373.9,490892.9858
12/24/2020,359.43,362.67,356.67,359.47,211487.9939
12/23/2020,362,363.27,357.67,359.43,225524.9935
12/22/2020,365.33,365.67,360.33,361.8,287069.9917
12/21/2020,362.03,369.67,362.03,365.17,160304.9954
12/17/2020,374.97,376.67,367,369.73,168908.9951
12/15/2020,365.33,380.67,361.67,372.07,483557.986
12/14/2020,370,374,364.9,366.13,311489.991
12/10/2020,350.07,356.63,350.07,353.33,154448.9955
12/9/2020,352.67,352.67,348.67,350.07,96731.99719
12/8/2020,354.67,354.67,348.33,349.73,81452.99764
12/7/2020,355,357.13,350.17,350.87,189005.9945
12/3/2020,356.47,358.5,349.97,353.93,172007.995
12/2/2020,344.07,353.3,343.67,352.5,113546.9967
12/1/2020,343.33,345.6,343,344.07,72731.99789
11/30/2020,343.33,343.97,340.4,343.3,57956.99832
11/26/2020,344.4,346.33,344.33,344.67,140432.9959
11/25/2020,345.2,346.6,344.2,344.4,48941.99858
11/24/2020,344.73,346.67,344.73,345.13,104696.997
11/23/2020,346.33,347.33,340,344.73,79721.99769
11/19/2020,347.03,352.67,345.3,350.3,117173.9966
11/18/2020,353.33,353.33,346.33,347.83,177410.9949
11/17/2020,353.43,356.67,343.33,352.57,145277.9958
11/16/2020,353.47,356.67,353,355.43,119402.9965
11/12/2020,365,365,353,355.9,227039.9934
11/10/2020,372,372.1,367.67,369.13,162992.9953
11/9/2020,369.33,389.67,369.33,371.77,121412.9965
11/5/2020,365,367.33,361.73,365.8,181031.9948
11/4/2020,362.67,365.33,362.33,362.43,80687.99766
11/3/2020,363,365,361.07,361.97,255695.9926
11/2/2020,364,368.33,361.67,361.83,254237.9926
10/29/2020,363.03,363.63,360.5,362.13,104321.997
10/28/2020,366.03,366.67,362.33,363.03,197165.9943
10/27/2020,365.93,368,364.33,366,126845.9963
10/22/2020,372.33,379.9,369,369.9,229718.9933
10/21/2020,367.33,373.67,367.33,372.13,146882.9957
10/20/2020,375,376.93,366.63,367.23,314654.9909
10/19/2020,375.33,377.37,371.67,372.3,136541.996
10/15/2020,363.3,370,362.67,368.4,113885.9967
10/14/2020,359.33,362.97,357.07,361.77,90305.99738
10/13/2020,356.67,358.33,353.33,357,81209.99764
10/12/2020,357.17,363.33,350,356.63,108791.9968
10/8/2020,364.9,364.9,356.83,358.83,52862.99847
10/7/2020,357.17,366.63,353.33,359.97,136997.996
10/6/2020,363.43,364.33,353.33,357.17,190937.9945
10/5/2020,367.43,367.47,362.67,363.43,109442.9968
10/1/2020,373.67,375.33,371.4,372.9,89414.99741
9/30/2020,373.33,376.33,370.67,373.53,131705.9962
9/29/2020,363.67,373.37,363.67,372.63,121823.9965
9/28/2020,367.33,367.67,360.33,363.5,175490.9949
9/24/2020,381.33,383.3,371.67,373.67,203849.9941
9/23/2020,380,387.03,379.33,381.73,155657.9955
9/22/2020,384.67,385,378.33,380.03,288479.9916
9/21/2020,392,392,383.4,384.83,188711.9945
9/17/2020,397,400.93,393.33,398.2,377174.9891
9/16/2020,388.33,401.67,385.2,397,520619.9849
9/15/2020,370.33,386.67,370.33,384.33,374408.9891
9/14/2020,351,370.33,351,369.4,291617.9915
9/10/2020,360,363.4,358,359.97,154757.9955
9/9/2020,356.67,361.93,356.67,359.2,223139.9935
9/8/2020,359,359.83,354.97,356.5,154274.9955
9/7/2020,356,361.67,355.17,358.53,179120.9948
9/3/2020,361.2,366.33,356.33,357.87,211751.9939
9/2/2020,353.33,362.03,348.4,361.2,266870.9923
9/1/2020,338.33,364.67,338.33,351.27,353918.9897
8/31/2020,364.67,368.33,357,358.47,376283.9891
8/27/2020,365,370,360,364.7,552155.984
8/26/2020,340.73,362,340.73,362,524804.9848
8/25/2020,341.33,345.4,338.33,340.73,333953.9903
8/24/2020,333.33,343.33,333.33,340.2,531374.9846
8/20/2020,316.7,319.13,315.67,317.47,301112.9913
8/19/2020,316.6,321,315.43,316.13,265916.9923
8/18/2020,313.73,319.33,312.2,313.7,326852.9905
8/17/2020,321.37,323.33,312.7,313.73,836396.9757
8/13/2020,321.33,328.33,318.33,319.3,701984.9796
8/12/2020,307.3,321.33,307.3,318.9,820505.9762
8/10/2020,310,311.67,304.03,307.2,942863.9727
8/6/2020,302.53,302.53,302.53,302.53,129686.9962
8/5/2020,302.53,302.53,302.53,302.53,129935.9962
8/4/2020,302.53,302.53,302.53,302.53,236702.9931
8/3/2020,302.53,302.53,302.53,302.53,133142.9961
7/30/2020,302.53,302.53,302.53,302.53,153998.9955
7/29/2020,302.53,302.57,302.53,302.53,270548.9922
7/28/2020,305,306.33,302.53,302.53,414617.988
7/27/2020,315.33,316.07,303.43,305,385988.9888
7/23/2020,302.53,302.53,302.53,302.53,59321.99828
7/22/2020,302.53,302.53,302.53,302.53,6785.999803
7/21/2020,302.53,302.53,302.53,302.53,14753.99957
7/20/2020,302.53,302.53,302.53,302.53,3788.99989
7/16/2020,302.53,302.53,302.53,302.53,2417.99993
7/15/2020,302.53,302.53,302.53,302.53,21638.99937
7/14/2020,302.53,302.53,302.53,302.53,9326.99973
7/13/2020,302.53,302.53,302.53,302.53,29576.99914
7/9/2020,302.53,302.53,302.53,302.53,96002.99722
7/8/2020,302.53,302.53,302.53,302.53,11792.99966
7/7/2020,302.53,302.53,302.53,302.53,2708.999921
7/6/2020,302.53,302.53,302.53,302.53,4136.99988
7/2/2020,302.53,302.53,302.53,302.53,41087.99881
6/30/2020,302.53,302.53,302.53,302.53,6029.999825
6/29/2020,302.53,302.53,302.53,302.53,8576.999751
6/25/2020,302.53,302.53,302.53,302.53,7814.999773
6/24/2020,302.53,302.53,302.53,302.53,977.9999716
6/23/2020,302.53,302.53,302.53,302.53,3059.999911
6/22/2020,302.53,302.53,302.53,302.53,1967.999943
6/18/2020,302.53,302.53,302.53,302.53,23207.99933
6/17/2020,302.53,302.53,302.53,302.53,6605.999808
6/16/2020,302.53,302.53,302.53,302.53,2321.999933
6/15/2020,302.53,302.53,302.53,302.53,584.999983
6/11/2020,302.53,302.53,302.53,302.53,5498.999841
6/10/2020,302.53,302.53,302.53,302.53,5741.999833
6/9/2020,302.53,302.53,302.53,302.53,4676.999864
6/8/2020,302.53,302.53,302.53,302.53,5711.999834
6/4/2020,302.53,302.53,302.53,302.53,7466.999783
6/3/2020,302.53,302.53,302.53,302.53,14429.99958
6/2/2020,302.53,302.53,302.53,302.53,9287.999731
6/1/2020,302.53,302.53,302.53,302.53,45071.99869
3/25/2020,302.53,302.53,302.53,302.53,62387.99819
3/24/2020,302.53,302.53,302.53,302.53,4628.999866
3/23/2020,302.53,302.53,302.53,302.53,31634.99908
3/19/2020,298,298,297.87,297.87,12605.99963
3/18/2020,299.93,299.97,273.87,276.23,240059.993
3/16/2020,309,309,290.5,291.47,260018.9925
3/11/2020,318.33,325,316.67,320.73,148616.9957
3/10/2020,305.13,320.67,303.33,317.7,72410.9979
3/9/2020,320.33,320.33,303.33,305.13,210410.9939
3/5/2020,326.67,331.3,324.33,326.6,82535.99761
3/4/2020,333.4,336.67,329,329.53,144848.9958
3/3/2020,330,335,329.27,332.47,78761.99772
3/2/2020,323.67,331.67,321,329.27,86300.9975
2/27/2020,337.33,338.33,328.33,328.8,153995.9955
2/26/2020,343.4,343.4,336.67,337.07,150137.9956
2/25/2020,349.33,349.33,340,343.37,194102.9944
2/24/2020,355.67,355.67,348.9,349.3,191327.9945
2/20/2020,363,366.63,358,359,177242.9949
2/19/2020,370,370,361.83,362.6,201776.9941
2/18/2020,368.33,372,363.33,365.37,341267.9901
2/17/2020,371.67,372.33,362.67,366.47,385031.9888
2/13/2020,354.67,361.67,353.33,359.73,109823.9968
2/12/2020,356.67,358.67,351.73,352.47,87209.99747
2/11/2020,348.67,356.67,348.67,352.23,61202.99823
2/10/2020,351.63,351.67,343.17,345.3,70709.99795
2/6/2020,350.33,356.33,350.03,354.37,52511.99848
2/5/2020,358.3,358.3,350,353,64502.99813
2/4/2020,362,362,354.97,355.57,125246.9964
2/3/2020,366,366,360,360.5,74858.99783
1/30/2020,361.7,361.7,350.33,357.8,127859.9963
1/29/2020,376.67,378.33,358.67,361.7,263276.9924
1/28/2020,370,377,369,375.13,255368.9926
1/27/2020,360,369.77,357.63,368.57,274877.992
1/23/2020,333.33,345.33,332.43,343.9,149825.9957
1/22/2020,327.03,333.3,324.77,331.7,85034.99753
1/21/2020,320.03,327.93,317.07,324.2,107153.9969
1/20/2020,333,333.33,322.37,323.7,254018.9926
1/16/2020,296.4,303.3,296.07,300.97,129902.9962
1/15/2020,296.63,303.93,295.27,296.37,104372.997
1/14/2020,302.7,302.7,289.43,293.13,130268.9962
1/13/2020,313.33,313.33,302.03,302.93,78074.99774
1/9/2020,320.03,320.37,303.47,309.5,98732.99714
1/8/2020,327.67,327.67,317.17,318.67,76538.99778
1/7/2020,328.33,330,324.73,325.2,55286.9984
1/6/2020,332.33,333.33,328.03,328.23,85076.99753
1/2/2020,328.33,332.33,327.4,328,94484.99726
1/1/2020,326.67,328.33,323.67,327.97,57074.99834
12/30/2019,324.33,326.2,323,323.3,95771.99722
12/26/2019,319.33,322.33,318.17,318.7,56981.99835
12/24/2019,320.97,325.67,316.73,318.17,84833.99754
12/23/2019,323.43,325.33,320.37,320.93,69425.99799
12/19/2019,328.7,331.33,325.8,326.4,98441.99715
12/18/2019,334.93,334.93,323.67,328.5,91193.99736
12/17/2019,337.73,339.97,332.33,332.8,72005.99791
12/12/2019,336.33,341.67,336.3,337.47,101375.9971
12/11/2019,341.67,342.67,334.7,336.27,111734.9968
12/10/2019,350,350,339.47,341.33,128141.9963
12/9/2019,358.33,358.33,346.37,346.83,163343.9953
12/5/2019,357.77,359.17,357.07,357.43,53690.99844
12/4/2019,359.7,362.97,356.7,357.23,73673.99786
12/3/2019,362.97,363.33,358.47,359.7,59135.99829
12/2/2019,363,365,360,361.7,70514.99796
11/28/2019,360,361.87,357,357.53,64931.99812
11/27/2019,363,363.33,359.33,359.67,95021.99724
11/26/2019,363.57,363.57,360.37,360.67,76370.99779
11/25/2019,365.5,366.67,362.33,363.43,75698.9978
11/21/2019,363.33,365,360.5,361.27,44120.99872
11/20/2019,363.33,364.93,360.17,361.03,45413.99868
11/19/2019,364.2,364.2,361.37,361.73,86702.99749
11/18/2019,364.7,367.67,363.5,364.2,79235.9977
11/14/2019,368.63,370,364.73,366.47,92897.99731
11/13/2019,372.1,372.1,367.07,368.63,75851.9978
11/12/2019,376.57,376.57,371.67,372.1,84368.99755
11/11/2019,378.3,378.3,373.7,375.77,118481.9966
11/7/2019,378.33,378.63,375,375.43,55274.9984
11/6/2019,379.67,379.97,374.53,375.53,50450.99854
11/5/2019,376.67,378.33,374.4,375.13,50153.99855
11/4/2019,383.3,383.3,375.33,376.27,62450.99819
10/31/2019,376.3,385.07,374.63,383.17,321323.9907
10/30/2019,373.67,376.67,372.37,374.57,104963.997
10/29/2019,371.87,375,370.67,373.17,61781.99821
10/28/2019,370,377.33,369.67,373,141581.9959
10/24/2019,356.33,366.33,352.33,364.03,55472.99839
10/23/2019,355.83,357.67,350,352.47,59978.99826
10/22/2019,365.7,367.53,353.33,355.83,141938.9959
10/21/2019,375.87,375.87,364.37,365.7,126389.9963
10/17/2019,366.67,368.33,365.7,366.77,85661.99752
10/16/2019,373,373,365.33,366.27,64154.99814
10/15/2019,369.33,371.67,365.67,369.9,88175.99744
10/14/2019,372.6,372.6,365.07,367.13,53984.99843
10/10/2019,371.67,373.67,368.67,369.43,55283.9984
10/9/2019,377.63,378.33,370,371.1,67931.99803
10/7/2019,380.7,382.37,377.4,378.07,60740.99824
10/3/2019,381.03,382.67,379.67,380.3,36773.99893
10/2/2019,382.9,382.9,380.03,380.4,39095.99887
10/1/2019,384.33,386.3,380.5,381.07,57917.99832
9/30/2019,388.93,388.93,383,383.37,58355.99831
9/26/2019,393.33,394,388.4,389.73,75338.99782
9/25/2019,394.4,395,389.37,390.37,88517.99743
9/24/2019,399.4,400,393.7,394.3,113225.9967
9/23/2019,393.3,401.67,390.33,399.4,143591.9958
9/19/2019,385,393.23,380,380.6,136571.996
9/18/2019,395,396.47,381.17,383.2,120770.9965
9/17/2019,395,410,391,392.73,336905.9902
9/16/2019,367.2,390.1,367.2,388.6,251870.9927
9/12/2019,380,380,369.67,372.87,125555.9964
9/11/2019,385.7,389.67,378.33,379.5,185897.9946
9/9/2019,390,390.33,384,384.47,171731.995
9/5/2019,393.33,394.67,390,390.83,99455.99712
9/4/2019,397.3,397.3,390,390.43,138008.996
9/3/2019,402.53,402.53,397,397.27,102035.997
9/2/2019,406.67,406.67,401.67,401.9,108806.9968
8/29/2019,408,410,401.67,403.27,97496.99717
8/28/2019,383,418.33,383,408,198071.9943
8/27/2019,390.33,400,390,398.67,132362.9962
8/26/2019,396.67,399.33,387,390.53,123410.9964
8/22/2019,404.23,404.23,400.53,401.2,149177.9957
8/21/2019,404.6,406.93,403.33,403.57,90173.99738
8/20/2019,407.33,407.67,405.03,405.5,130859.9962
8/19/2019,407.83,410,406.03,406.7,140357.9959
8/8/2019,407.67,410,402.7,409.13,76916.99777
8/7/2019,409.37,411.27,404.97,405.67,125783.9964
8/6/2019,410.17,412.17,408.4,409.23,171524.995
8/5/2019,411.7,414.57,409.47,409.77,96845.99719
8/1/2019,410.47,416.7,409.33,412.83,130505.9962
7/31/2019,413.67,418.33,407.4,410.17,151769.9956
7/30/2019,433.33,433.33,412.27,416.87,227618.9934
7/29/2019,441.67,446.67,438.37,439.73,82616.9976
7/25/2019,417.7,433.33,417.7,432.7,98603.99714
7/24/2019,419.33,419.33,412.37,417.07,43817.99873
7/23/2019,409.33,419.97,409.33,418.3,58232.99831
7/22/2019,417.53,419,403.33,406.57,155567.9955
7/18/2019,424.2,428.33,424.17,425,55172.9984
7/17/2019,428,429.4,424.37,424.8,82895.9976
7/16/2019,426.8,430,423.33,427.9,52196.99849
7/15/2019,430,433.23,423.67,424.1,84989.99754
7/11/2019,433,434.97,431,433.27,52640.99847
7/10/2019,436.7,438.33,430.7,432.1,80174.99767
7/9/2019,438.7,443.23,435.57,436.6,72827.99789
7/8/2019,438,444.33,435.9,438.37,69575.99798
7/4/2019,448,448.37,441.67,442.07,106112.9969
7/3/2019,452.33,452.33,447.4,447.83,60518.99824
7/2/2019,457.67,458,448.4,449.43,96584.9972
6/27/2019,451.33,461.67,449.07,449.97,193943.9944
6/26/2019,450,457.67,448.03,450.87,121922.9965
6/25/2019,450,450,447,448.07,52415.99848
6/24/2019,449,450.6,448.7,449.67,83183.99759
6/20/2019,455,456.63,451.73,452.63,74567.99784
6/19/2019,459.37,462.63,455,455.93,60098.99826
6/18/2019,461.47,461.5,454,459.17,58103.99831
6/17/2019,467.17,472,453.33,455.93,164144.9952
6/13/2019,468.33,470,464.7,467,138929.996
6/12/2019,473.33,476.47,467.13,467.97,131021.9962
6/11/2019,471.67,475.67,471.23,472.67,116801.9966
6/10/2019,466,477.67,466,471.2,283154.9918
5/30/2019,443.67,445.63,439,441.97,104261.997
5/29/2019,446.67,451,441.7,443.1,167693.9951
5/28/2019,421.63,445.77,416.67,443.77,244796.9929
5/27/2019,420.33,421.67,413.67,419.57,209993.9939
5/23/2019,445,446,444.67,444.97,29861.99913
5/22/2019,446.67,447.17,444.4,444.87,31793.99908
5/21/2019,449,450,444.33,445.23,33035.99904
5/20/2019,451.67,451.67,448.67,449.13,25256.99927
5/16/2019,452.3,452.33,445.67,447.3,21764.99937
5/15/2019,451.23,453.33,446.67,447.23,31160.9991
5/14/2019,461,461,450.33,451.17,31868.99908
5/13/2019,459.6,459.7,455.37,455.77,29756.99914
5/9/2019,462.67,464.7,460.33,461.1,21923.99936
5/8/2019,464.37,464.37,458.03,461.8,24842.99928
5/7/2019,479.57,479.57,463.7,464.37,59186.99828
5/6/2019,483.33,483.33,470,475.97,43670.99873
5/2/2019,455,466.33,455,456.53,68384.99802
4/30/2019,445,462.3,444.8,456.93,59258.99828
4/29/2019,468.33,468.33,443.67,447.13,66032.99809
4/25/2019,480,482.5,477.37,478.97,40598.99882
4/24/2019,485.9,485.93,477.67,479.93,51425.99851
4/23/2019,493,493.33,485.73,486.37,55577.99839
4/18/2019,488.73,495,488.73,492.27,49418.99857
4/17/2019,493.53,501.67,487.4,488.73,61880.99821
4/16/2019,506.67,506.67,488.53,493.53,101432.9971
4/15/2019,511,516.63,500.33,501.63,96989.99719
4/11/2019,503.07,514.57,502.9,510.87,103307.997
4/10/2019,520,520,499.17,502.9,168764.9951
4/9/2019,557.77,557.77,522.93,523.17,387581.9888
4/8/2019,572.63,572.63,546.7,557.77,1016777.971
4/3/2019,514.78,516.67,505.46,507.28,741086.957
4/2/2019,504.91,520.56,504.91,511.93,483812.9719
4/1/2019,505.56,510,503.23,504.39,695699.9596
3/28/2019,504.56,505,497.06,498.12,529613.9693
3/27/2019,516.67,516.67,503.12,503.77,526418.9695
3/25/2019,517.62,517.67,510.9,511.23,381311.9779
3/21/2019,520.46,526.67,515.78,517.57,323072.9813
3/20/2019,527.78,527.78,516.89,520.46,380312.9779
3/19/2019,547.22,547.22,522.22,524.54,555308.9678
3/18/2019,538.89,557.2,535.44,544.91,585305.9661
3/14/2019,505.49,530.76,503.89,530.74,1021139.941
3/13/2019,512.22,512.22,498,505.49,862532.95
3/12/2019,566.67,611.11,505.12,508.89,1432097.917
3/11/2019,455.56,458.89,437.9,438.83,137816.992
3/7/2019,418.33,418.33,411.78,416.73,19772.99885
3/6/2019,417.77,417.77,412.23,416.17,3536.999795
3/5/2019,422.21,422.21,408.89,412.72,9782.999433
3/4/2019,418,419.78,405.56,419.7,77480.99551
2/27/2019,396.67,416.67,396.67,413.03,1592.999908
2/26/2019,402.22,405.44,402.22,404.66,1925.999888
2/25/2019,405.56,407.22,405.44,405.82,9611.999443
2/20/2019,407.22,407.57,388.89,405.47,12689.99926
2/19/2019,407.66,407.66,407.66,407.66,8.999999478
2/18/2019,408.89,410,403.89,406.67,8513.999506
2/14/2019,400.22,407.22,400,406.18,11906.99931
2/13/2019,411.09,411.09,400.02,405.87,16424.99905
2/12/2019,406.11,414.33,406.11,407.24,1763.999898
2/11/2019,412.78,413.33,410,412.46,73997.99571
2/7/2019,402.78,406.56,402.78,405.48,7685.999554
2/6/2019,394.44,401.11,393.34,400.08,37997.9978
2/5/2019,394.33,394.44,392.22,393.32,10448.99939
2/4/2019,394.44,394.44,391.46,391.87,5840.999661
1/31/2019,394.44,399.97,388.89,396.38,39716.9977
1/30/2019,383.34,390,381.11,388.94,15677.99909
1/29/2019,383.89,384.67,383.89,384.57,2348.999864
1/28/2019,383.33,387.78,383.33,386.56,12203.99929
1/24/2019,383.52,384.47,383.52,384.38,1421.999918
1/23/2019,383.34,388.78,382.28,383.52,2888.999832
1/22/2019,383.89,384.56,383.33,383.34,18404.99893
1/21/2019,386.67,387.44,384.01,384.28,8360.999515
1/17/2019,383.96,383.96,383.96,383.96,53.99999687
1/16/2019,386.78,393.22,383.56,383.96,25370.99853
1/15/2019,399.99,399.99,386.71,388.27,5849.999661
1/14/2019,390,400,390,391.91,14642.99915
1/10/2019,382.52,385,382.52,384.22,2078.999879
1/9/2019,381.59,386.53,381.59,383.63,49922.9971
1/8/2019,381.52,385.51,381.48,383.34,16487.99904
1/7/2019,383.36,384.44,383.17,383.59,16496.99904
1/3/2019,383.34,384.44,383.33,383.34,2708.999843
1/2/2019,384.81,385.56,384.8,384.91,9098.999472
1/1/2019,390.24,390.24,388.89,389.38,3140.999818
12/27/2018,393.22,394.44,388.89,393.52,18449.99893
12/26/2018,392,394.44,385.56,392.94,51722.997
12/24/2018,384.56,392.22,384.56,391.66,12140.9993
12/20/2018,380,388.88,376.78,384.08,270251.9843
12/19/2018,377.6,381.11,377.6,380.88,142928.9917
12/18/2018,377.16,377.52,372.23,374.94,1115.999935
12/17/2018,374.89,377.78,374.44,377.46,2825.999836
12/13/2018,377.78,383.12,376.11,377.61,5606.999675
