Date, Open, High, Low, Close, Volume
12/12/2018,384.56,388.59,377.78,385.68,20681.9988
12/11/2018,372.36,390.2,371.11,387.09,157823.9908
12/10/2018,368.22,374.44,366.67,371.62,133244.9923
12/6/2018,364.44,366.67,363.9,365.9,3914.999773
12/5/2018,366.67,366.67,366,366.64,2906.999831
12/4/2018,368.89,368.89,364.44,365.59,3626.99979
12/3/2018,364.58,372.73,364.44,367.61,3473.999799
11/29/2018,374.54,374.54,368,368.51,1268.999926
11/28/2018,373.78,375,372.11,373.01,2798.999838
11/27/2018,375.56,376.67,371.47,373.72,11438.99934
11/26/2018,375.56,377.78,372.22,372.38,27899.99838
11/22/2018,372.1,372.22,370.91,371.66,1592.999908
11/20/2018,369.44,372.78,367.78,370.79,332.9999807
11/19/2018,372.21,372.22,372,372.16,2870.999833
11/15/2018,372.22,372.22,366.67,367.41,1466.999915
11/14/2018,368.89,371.66,368.33,369.28,3410.999802
11/13/2018,368.33,368.4,367.96,368.2,197.9999885
11/12/2018,367.78,372.1,367.33,370.78,7973.999538
11/8/2018,367.89,367.89,367.89,367.89,89.99999478
11/7/2018,366.67,370,364.47,368.93,39257.99772
11/6/2018,365.57,368.67,365.57,365.62,503.9999708
11/5/2018,370.11,370.11,365.56,366.13,494.9999713
11/1/2018,377.44,377.44,366.67,367.53,341.9999802
10/31/2018,363.91,370.11,363.91,369.77,2681.999844
10/30/2018,370.22,370.22,364,368.19,1313.999924
10/29/2018,371.11,373.22,359.11,370.07,62.99999635
10/25/2018,371.11,371.54,363.89,367.53,647.9999624
10/24/2018,363.33,368.78,361.34,367.13,476.9999723
10/23/2018,366.67,366.67,361.79,362.34,1106.999936
10/22/2018,370.69,371.11,361.11,366.38,2042.999882
10/18/2018,373.89,373.89,368.89,372.42,1709.999901
10/17/2018,377.17,377.17,370.28,374.39,2942.999829
10/16/2018,367.78,377.66,367.78,374.17,1187.999931
10/15/2018,369.99,369.99,369.99,369.99,17.99999896
10/11/2018,370,370,366.67,366.7,5300.999693
10/10/2018,373.33,374.44,369.67,370.13,12437.99928
10/9/2018,372.17,373.33,367.22,369.7,3392.999803
10/8/2018,366.72,374.78,366.67,366.78,1448.999916
10/4/2018,368,368.33,367.78,368.13,2024.999883
10/3/2018,367.89,372.22,367.78,367.91,593.9999655
10/2/2018,367.89,367.9,367.89,367.89,206.999988
10/1/2018,372.62,374.44,367.78,367.89,19439.99887
9/27/2018,377.11,377.22,372.22,376.67,56204.99674
9/26/2018,370.33,376.67,370.33,375.53,240146.9861
9/25/2018,372.22,377.11,372.22,374.74,98.99999426
9/24/2018,368,376.67,367.11,368.3,4193.999757
9/20/2018,367,367,366.89,366.99,521.9999697
9/19/2018,366.67,377.78,366.67,373.63,845.9999509
9/18/2018,377.78,377.78,373.44,376.88,755.9999562
9/17/2018,367.67,385.48,367.67,383.6,134612.9922
9/13/2018,366.67,367.79,366.11,366.28,6074.999648
9/12/2018,365.78,368.88,365.78,366.88,2519.999854
9/11/2018,365.79,368.33,365.78,366.67,7676.999555
9/10/2018,365.56,365.56,365.56,365.56,7478.999566
9/6/2018,364.44,366.67,364.44,366.59,3491.999797
9/5/2018,369.11,369.11,366.67,366.7,2933.99983
9/4/2018,370.56,370.67,368.89,369.7,7883.999543
9/3/2018,369.44,372.78,369.44,372.02,3482.999798
8/30/2018,369.5,370.44,368.89,369.06,1502.999913
8/29/2018,366.67,370,366.67,368.01,65726.99619
8/28/2018,366.67,367.67,363.56,366.69,7136.999586
8/27/2018,365,365,363.33,364.16,9422.999453
8/20/2018,362.78,368.89,360,367.36,6272.999636
8/16/2018,364.22,364.23,361.11,361.76,5120.999703
8/14/2018,369.11,369.11,364,364.1,3311.999808
8/13/2018,366.11,367.39,364.44,365.71,15857.99908
8/9/2018,361.36,367.78,361.36,366.86,4688.999728
8/8/2018,359.34,370.56,359.34,366.92,17432.99899
8/7/2018,359.68,362.78,359.68,360.02,6938.999598
8/6/2018,359.14,360,359.02,359.68,7010.999593
8/2/2018,359.47,361.11,359.44,360.74,23471.99864
8/1/2018,364.44,366.67,363.44,363.91,26405.99847
7/31/2018,360,366.44,357.78,364.12,3788.99978
7/30/2018,361.66,361.67,358.33,358.49,1754.999898
7/26/2018,372.21,372.78,355.37,357.38,108017.9937
7/25/2018,360,376.2,354.11,355.11,27647.9984
7/24/2018,355.26,359.78,351.11,358.29,5660.999672
7/23/2018,361.11,361.11,355.11,355.44,2096.999878
7/19/2018,356.67,363.11,355.57,360.04,2330.999865
7/18/2018,361.11,366.57,361.11,363.27,359.9999791
7/17/2018,366.76,376.67,361.11,361.28,31256.99819
7/16/2018,366.67,366.67,365.03,366.59,9485.99945
7/12/2018,372.21,372.21,364.33,365.99,2591.99985
7/11/2018,372.33,376.67,365.56,366.27,78938.99542
7/10/2018,371.11,377.56,366.67,370.12,8792.99949
7/9/2018,374.56,377.78,366.78,367.56,19322.99888
7/5/2018,378.44,378.46,378.44,378.44,584.9999661
7/4/2018,381.33,381.33,378.33,380.43,2078.999879
7/3/2018,392.11,392.11,381.11,382.04,1691.999902
7/2/2018,379.01,379.01,379.01,379.01,251.9999854
6/28/2018,397.22,397.22,383.33,384.08,3203.999814
6/27/2018,388.44,388.44,381.22,382.27,3365.999805
6/26/2018,388.22,388.22,379.47,379.99,8054.999533
6/25/2018,381.11,385.71,380.11,382.48,4454.999742
6/21/2018,384.44,388.72,383.91,388.03,2645.999847
6/20/2018,383.34,384.56,383.34,383.89,683.9999603
6/19/2018,383.33,385.56,383.33,383.49,656.9999619
6/18/2018,383.33,387.72,376.11,386.92,1088.999937
6/12/2018,378.89,389.78,377.78,386.54,2321.999865
6/11/2018,385.54,385.54,380.56,382.09,224.999987
6/7/2018,379.99,388.89,375.12,377.7,8486.999508
6/6/2018,374.56,376.68,374.44,376.56,539.9999687
6/5/2018,377.78,378.77,372.34,377.17,22778.99868
6/4/2018,370.56,376.67,370.56,376.67,53306.99691
5/31/2018,375.56,378.78,375,377.18,3284.999809
5/30/2018,371.44,379.93,371.44,377.69,4733.999725
5/29/2018,376.89,377.77,376.67,376.89,2501.999855
5/28/2018,378.33,378.33,376.24,376.96,3131.999818
5/24/2018,377.78,381.89,377.78,379.1,2249.99987
5/23/2018,374.56,377.66,374.44,374.53,4688.999728
5/22/2018,373.89,378.88,373.68,376.49,1970.999886
5/21/2018,378.61,383.11,377.78,378.1,1754.999898
5/17/2018,377.9,388.21,377.9,384.78,26.99999843
5/16/2018,377.22,388.89,377.22,385.37,1394.999919
5/15/2018,381.12,381.12,376.12,377.56,4715.999726
5/14/2018,380.23,384.44,380.23,382.68,1520.999912
5/10/2018,377.89,377.89,377.89,377.89,8.999999478
5/9/2018,377.78,377.78,372.33,377.66,1331.999923
5/7/2018,380.67,381.78,379.44,381.07,14381.99917
5/3/2018,373.89,383.33,373.89,379.16,5282.999694
4/30/2018,382.33,382.33,378.34,378.92,1547.99991
4/26/2018,384.22,384.22,382.22,382.31,5228.999697
4/25/2018,384.44,385.32,381.12,384.43,86597.99498
4/24/2018,389.33,389.34,381.11,384.82,1007.999942
4/23/2018,384.02,390,383.33,388.93,95939.99444
4/19/2018,372.17,381.67,372.17,379.49,24155.9986
4/18/2018,371.22,372.17,371.22,371.9,179.9999896
4/17/2018,370.13,376.43,370.01,370.1,737.9999572
4/16/2018,372.78,375.33,367.36,368.08,8288.999519
4/12/2018,373.33,377.67,371.11,372.32,1799.999896
4/11/2018,375.56,375.56,371.28,372.32,9872.999427
4/10/2018,383.33,383.33,372.22,373.53,4562.999735
4/9/2018,382,382,373.56,374.29,27143.99843
4/5/2018,377.56,383.31,377.56,379.29,341.9999802
4/4/2018,377.78,379,376.11,377.18,7865.999544
4/3/2018,383.33,383.33,375.83,376.6,7775.999549
4/2/2018,378.22,378.89,378,378.12,2744.999841
3/29/2018,382.22,388.67,375.56,381.69,48599.99718
3/28/2018,382.21,382.21,375.67,376.54,3842.999777
3/22/2018,388.67,388.67,372.22,376.58,6515.999622
3/21/2018,387.78,387.78,384.03,384.34,8009.999535
3/20/2018,388.89,396.56,386.68,387.56,1997.999884
3/19/2018,402.22,402.22,389.11,390.4,683.9999603
3/15/2018,393,393.1,389.56,390.13,755.9999562
3/14/2018,391.1,393.33,385.78,389.62,4391.999745
3/13/2018,391.11,391.11,380.56,384.47,14165.99918
3/12/2018,393.33,393.33,387.22,388.9,8558.999504
3/8/2018,388,393.89,387.22,388.88,2411.99986
3/7/2018,394.01,394.01,386.89,387.87,7289.999577
3/6/2018,400.11,400.22,391.44,393.21,6173.999642
3/5/2018,399.89,405.31,399.71,402.4,2294.999867
3/1/2018,401.11,401.11,400,400.27,9242.999464
2/28/2018,398.72,405.56,398.72,400.9,65762.99619
2/27/2018,398.9,398.9,397.78,398.72,2627.999848
2/26/2018,402.22,402.22,395.44,398.71,13859.9992
2/22/2018,406.67,411.11,406.67,409.5,3473.999799
2/20/2018,404.44,407.56,404.44,406.78,35.99999791
2/19/2018,411.11,411.11,405.56,405.68,2024.999883
2/15/2018,405.22,405.56,400,400.12,119177.9931
2/14/2018,409.34,409.5,402.8,405.08,2420.99986
2/13/2018,420,420,408.89,409.34,1934.999888
2/12/2018,405.72,416.56,405.72,412.47,5480.999682
2/8/2018,415.32,415.32,408.89,410.17,944.9999452
2/7/2018,416.67,416.67,407.78,410.33,1340.999922
2/6/2018,413.33,413.33,411.11,411.58,1529.999911
2/5/2018,415.56,416.56,411.22,412.39,2798.999838
2/1/2018,422.22,422.22,414.06,419.68,37907.9978
1/31/2018,420,423.33,409.8,419.76,12716.99926
1/30/2018,422.22,426.44,418.89,419.09,7523.999564
1/29/2018,404.44,420.63,404.44,420.51,31463.99818
1/25/2018,394.33,396.67,393.89,395.43,15974.99907
1/24/2018,394.44,394.44,389.13,392.03,8288.999519
1/23/2018,391.11,391.11,384.44,390.9,9890.999426
1/22/2018,381.11,383.33,381.11,381.98,54062.99686
1/18/2018,380.18,380.56,380.13,380.56,14309.99917
1/17/2018,379.6,380.56,379.6,380.04,971.9999436
1/16/2018,379.24,380.56,379.24,379.42,9602.999443
1/15/2018,377.82,379.56,377.82,379.24,114389.9934
1/11/2018,377.89,380.78,377.79,380.18,4004.999768
1/10/2018,377.22,380.78,377.22,379.1,2591.99985
1/9/2018,377.28,380,377.23,377.3,1826.999894
1/8/2018,376.89,379.44,376.84,377.01,278.9999838
1/4/2018,380.77,381.67,379.78,380.59,935.9999457
1/3/2018,374.44,381.11,374.44,380.77,188.999989
1/2/2018,377.78,377.78,374.44,375.59,953.9999447
1/1/2018,377.96,377.96,375.33,377.81,8288.999519
12/28/2017,376.67,378.89,374.44,377.96,4562.999735
12/27/2017,377.56,377.78,375.56,377.62,4130.99976
12/26/2017,376.67,377.78,372.22,374.17,7046.999591
12/21/2017,374.44,374.44,371.67,373.76,584.9999661
12/20/2017,380,383.11,373.33,378.19,1772.999897
12/19/2017,372.22,375.56,372.22,375.5,3464.999799
12/18/2017,372.78,374.44,371.67,372.58,1385.99992
12/14/2017,377.78,377.78,368.79,370.96,12887.99925
12/13/2017,378.39,378.39,374.33,378.1,1250.999927
12/12/2017,386.11,387.78,377.89,378.07,3014.999825
12/11/2017,387.78,387.78,384.44,385,692.9999598
12/7/2017,390.77,396.67,388.9,391.16,3176.999816
12/6/2017,397.22,397.22,388.89,389.93,23597.99863
12/5/2017,372.22,388.78,372.22,388.66,1191212.931
12/4/2017,366.78,371.67,366.67,370.31,10061.99942
11/30/2017,363.89,373.33,363.79,366.68,100286.9942
11/29/2017,366.67,371.67,366.67,366.7,55214.9968
11/28/2017,366.67,366.89,361.41,366.28,3626.99979
11/27/2017,362.84,366.67,362.84,366.66,81593.99527
11/23/2017,372.22,372.22,371.67,371.76,10394.9994
11/22/2017,366.67,372.22,366.67,371.76,35063.99797
11/21/2017,362.56,366.67,362.56,366.4,15587.9991
11/20/2017,362.34,364.44,361.68,362.52,1565.999909
11/16/2017,364.44,369.33,362.22,366.43,75689.99561
11/15/2017,358.54,372.11,356.01,357.36,5795.999664
11/14/2017,354.22,355.44,354.22,355.08,2519.999854
11/13/2017,347.67,349.99,345.56,346.2,26261.99848
11/9/2017,341.11,345,341.11,344.86,9287.999461
11/8/2017,333.37,344.44,333.37,340.87,8612.9995
11/7/2017,334.44,338.67,334.44,334.96,224.999987
11/6/2017,333.33,338.11,333.33,333.67,1817.999895
11/2/2017,337.78,342.11,337.78,338.3,233.9999864
11/1/2017,336,336.14,336,336.03,35.99999791
10/31/2017,333.4,346.67,333.4,344.54,42173.99755
10/30/2017,332.22,344.44,327.78,343.3,56663.99671
10/26/2017,318.89,344.46,318.89,344.17,147338.9915
10/25/2017,333.22,333.22,332.21,332.3,98.99999426
10/24/2017,315.56,322.11,315.56,319.96,73079.99576
10/23/2017,315,317.22,315,315.23,2906.999831
10/19/2017,315.41,315.56,315.41,315.54,2249.99987
10/18/2017,310,311.11,310,311.02,206.999988
10/17/2017,309.18,309.18,309.18,309.18,8.999999478
10/16/2017,316,316.11,316,316.06,512.9999702
10/12/2017,309.46,309.46,309.46,309.46,8.999999478
10/11/2017,309.44,309.44,308.89,309.38,152.9999911
10/10/2017,308.89,311.11,308.89,309.23,1898.99989
10/9/2017,307.23,311.22,307.22,307.43,1997.999884
10/2/2017,316.8,335.56,316.8,319.63,350.9999796
9/28/2017,332.78,332.78,331.11,332.53,845.9999509
9/27/2017,332.21,332.66,332.21,332.22,3176.999816
9/26/2017,333.11,333.11,331.11,331.29,512.9999702
9/25/2017,333.11,333.11,333.11,333.11,44.99999739
9/21/2017,332.78,333.33,331.11,331.64,890.9999483
9/20/2017,332.22,333.33,332.22,332.46,845.9999509
9/19/2017,333.32,333.32,331.11,332.23,1034.99994
9/18/2017,333.17,333.33,333.17,333.29,179.9999896
9/14/2017,331.67,334.98,331.11,333.33,86219.995
9/13/2017,331.17,331.67,331.11,331.5,1286.999925
9/12/2017,331.11,332.22,331.11,331.54,323.9999812
9/11/2017,331.11,333.22,331.11,332.14,15182.99912
9/7/2017,331.11,331.11,331.11,331.11,8.999999478
9/6/2017,332.22,332.78,330.56,332.04,2042.999882
9/5/2017,330,330,330,330,17.99999896
9/4/2017,327.78,333.33,327.78,329.87,152.9999911
8/31/2017,333.22,334.11,328.89,333.92,3437.999801
8/30/2017,330,330,330,330,80.9999953
8/29/2017,331.44,331.44,331.44,331.44,224.999987
8/28/2017,333.33,333.33,330.89,333.21,32390.99812
8/24/2017,326.67,333.32,326.67,332.82,6083.999647
8/23/2017,333.19,333.33,322.22,332.93,32039.99814
8/22/2017,319.43,326.67,319.43,326.04,1052.999939
8/21/2017,319.46,319.46,315,317.12,944.9999452
8/17/2017,331.67,331.67,329.01,330.91,62.99999635
8/16/2017,329,329,329,329,6101.999646
8/10/2017,328.89,329,328.89,328.94,143.9999916
8/8/2017,333.33,333.33,327.78,328.79,6362.999631
8/7/2017,328.89,331.11,327.78,328.07,2978.999827
8/3/2017,332.14,333.22,331.11,331.69,117917.9932
8/2/2017,332.22,333.33,332.22,333.24,7118.999587
8/1/2017,336.11,336.22,332.22,333.42,11150.99935
7/31/2017,324.44,337.78,322.78,335.59,88334.99488
7/27/2017,328.01,333.33,322.22,332.64,7685.999554
7/26/2017,332.67,333,332.34,332.73,1574.999909
7/25/2017,335.22,335.22,332.78,333.33,21212.99877
7/24/2017,335.32,335.38,331.11,333.54,503.9999708
7/20/2017,322.22,336.08,322.22,333.32,10214.99941
7/19/2017,342.67,342.67,333.33,333.34,255554.9852
7/18/2017,333.33,334.33,333.33,333.36,100871.9941
7/17/2017,333.7,335.18,333.33,333.42,95399.99447
7/13/2017,322.22,327.78,322.22,327.09,49112.99715
7/12/2017,318.33,322.22,318.33,322.07,20762.9988
7/11/2017,316.67,318.66,316.67,317.82,5102.999704
7/10/2017,314.44,318.33,314.44,316.86,14885.99914
7/6/2017,314.61,318.33,314.61,316.84,7073.99959
7/5/2017,314.44,314.67,314.44,314.61,1133.999934
7/4/2017,312.78,315,312.44,314.44,17504.99898
7/3/2017,312.44,314.56,312.44,314.16,3599.999791
6/29/2017,311.14,314.44,311.14,314.37,12185.99929
6/28/2017,311.13,313.11,311.11,312.36,56105.99675
6/22/2017,309.46,312.77,309.46,311.32,64772.99624
6/21/2017,305.56,311.1,305.56,310,65069.99623
6/20/2017,306.11,312.22,306.11,312.2,35702.99793
6/19/2017,305.56,310,304.44,308.83,24830.99856
6/15/2017,307.78,307.78,305.58,307.74,6947.999597
6/14/2017,308.89,311.11,307.78,308.93,1438073.917
6/13/2017,311.11,311.11,306.56,307.6,13481.99922
6/12/2017,306.68,308.88,306.22,306.54,3122.999819
6/8/2017,305.56,311.1,305.56,309.88,12662.99927
6/7/2017,307.78,308.33,305.56,306.91,4886.999717
6/6/2017,305.56,309.56,305.56,308.62,4445.999742
6/5/2017,306.11,309.98,300.22,309.49,59948.99652
6/1/2017,300.56,308.33,300,304.24,10997.99936
5/31/2017,289.44,311.11,289.44,310.08,43433.99748
5/30/2017,289.12,300.11,289.11,299.19,7388.999571
5/29/2017,289.78,297.22,289.78,291.34,4643.999731
5/25/2017,289.11,306.13,289.11,302.66,13661.99921
5/24/2017,286.67,293.33,286.67,291.57,21014.99878
5/23/2017,286.11,288.89,286.11,288.88,2510.999854
5/22/2017,282.23,288,282.23,284.52,386.9999776
5/18/2017,288,288.49,287.78,288.02,6128.999645
5/17/2017,286.67,288.78,286.67,287.37,194642.9887
5/16/2017,288.33,288.33,286.67,286.69,917.9999468
5/15/2017,286.67,286.67,286.11,286.32,4031.999766
5/11/2017,285.58,287.22,285.56,286.01,12374.99928
5/9/2017,285.61,287.11,285.56,286.04,15461.9991
5/8/2017,285.56,286.11,285.56,285.6,5471.999683
5/4/2017,284.44,285.56,284.44,285.56,4157.999759
5/3/2017,282.22,285.33,282.22,284.44,10007.99942
5/2/2017,283.21,285.56,283.21,285.27,3140.999818
4/27/2017,284.44,284.44,282.82,284.34,10412.9994
4/26/2017,281.11,285.56,281.11,284.77,36269.9979
4/25/2017,281.44,281.68,281.44,281.67,719.9999582
4/24/2017,282.22,285.11,282.11,285.11,822662.9523
4/20/2017,284.44,286.67,284.44,286.27,22931.99867
4/19/2017,279,285.44,279,284.3,251477.9854
4/18/2017,278.89,280.11,278.89,279.67,1961.999886
4/17/2017,278.33,281.93,277.89,279.09,2033.999882
4/13/2017,275.56,282.43,275.56,282.22,52523.99695
4/12/2017,277.89,280,277.78,278.04,4472.999741
4/11/2017,281.66,281.66,280.88,281.4,26.99999843
4/10/2017,280,282.22,275.56,281.69,40166.99767
4/6/2017,278.89,279.44,275,277.04,3869.999776
4/5/2017,280.78,280.88,276.67,279.47,800.9999535
4/4/2017,273.89,284.3,271.68,283.29,149498.9913
4/3/2017,272.22,274.33,272,273.6,26378.99847
3/30/2017,268.33,272.72,268.33,269.98,764.9999556
3/29/2017,273.33,273.33,272.22,272.44,162143.9906
3/28/2017,273.32,273.32,272.24,272.41,29951.99826
3/27/2017,273.33,273.33,272.22,272.23,10070.99942
3/23/2017,272.23,272.33,271.67,272.29,66707.99613
3/22/2017,266.67,273.43,266.67,272.49,4139.99976
3/20/2017,275,277.88,275,277.78,230768.9866
3/16/2017,275.56,276,274.57,275.1,8702.999495
3/15/2017,275.56,275.99,275.33,275.67,37718.99781
3/14/2017,276.67,276.67,275.56,275.92,1979.999885
3/13/2017,276.67,276.78,274.44,276,2510.999854
3/9/2017,276.13,277.78,276.11,277.08,782.9999546
3/8/2017,275.33,279.64,275.23,278.07,26378.99847
3/7/2017,277.67,278.33,277.67,278.16,40112.99767
3/6/2017,278.22,278.22,276.47,276.7,14669.99915
3/2/2017,279.78,279.78,277.78,278.58,122372.9929
3/1/2017,276.67,278.89,276.67,277.77,116378.9933
2/28/2017,278.89,282,277.22,278.2,58013.99664
2/27/2017,279.98,280,276.68,278.62,11789.99932
2/23/2017,280.56,280.56,277.46,277.74,15686.99909
2/22/2017,278,278,277.23,277.69,6002.999652
2/20/2017,277.78,278.89,277.22,277.63,71405.99586
2/16/2017,278.67,279.44,278.62,279.01,93185.9946
2/15/2017,277.22,280,276.56,278.56,59489.99655
2/14/2017,276.67,277.67,276.44,276.81,8765.999492
2/13/2017,276.91,277.67,276.46,276.52,4211.999756
2/9/2017,277.78,278.28,276.46,276.56,2942.999829
2/8/2017,276.68,277.87,276.44,276.62,2780.999839
2/7/2017,277.33,277.78,277.22,277.78,13949.99919
2/6/2017,277.54,277.78,276.97,277.62,5120.999703
2/2/2017,277.22,277.22,275.67,276.41,2744.999841
2/1/2017,277.78,278.33,276.9,277.18,20483.99881
1/31/2017,276.67,277.76,276,277.16,1214.99993
1/30/2017,277.78,278.78,276.83,277.88,10889.99937
1/26/2017,277.78,277.78,276.69,277.27,24641.99857
1/25/2017,277.56,277.78,277.22,277.62,46457.99731
1/24/2017,277.9,277.9,277.28,277.48,50930.99705
1/23/2017,280.11,280.11,277.23,277.77,13580.99921
1/19/2017,277.78,280.93,276.11,277.12,52343.99696
1/18/2017,282.22,282.22,277.78,278.34,99791.99421
1/17/2017,277.78,277.78,276.78,277.53,11339.99934
1/16/2017,278.61,278.61,276.22,276.62,14354.99917
1/12/2017,278.89,279.22,277.89,279.03,12158.99929
1/11/2017,277.78,279.99,277.46,278.39,4796.999722
1/10/2017,279.11,281.11,277,277.44,17243.999
1/9/2017,281.67,281.67,277.78,277.78,11402.99934
1/5/2017,276.79,283.33,276.79,277.82,4373.999746
1/4/2017,277.78,277.79,276.94,277.76,9800.999432
1/3/2017,281.11,281.11,275.56,277.78,632474.9633
1/2/2017,283.33,283.33,277,277.8,1817.999895
12/29/2016,277.67,277.78,273.33,275.89,96380.99441
12/28/2016,277.28,277.56,277.11,277.17,5840.999661
12/27/2016,277.67,277.67,277.11,277.27,2636.999847
12/26/2016,278.33,281.11,276.78,277.47,6281.999636
12/22/2016,278.11,278.89,277.89,278.08,7559.999562
12/21/2016,278.89,278.89,278.33,278.44,218033.9874
12/20/2016,278.57,282.22,278.34,278.58,8135.999528
12/19/2016,278.67,278.69,278.61,278.67,971.9999436
12/15/2016,278.34,278.57,278.22,278.42,7154.999585
12/14/2016,280,281.67,278,278.17,6650.999614
12/12/2016,279.79,281.67,279.79,281.11,333908.9806
12/8/2016,281.44,281.44,280.02,280.96,1763.999898
12/7/2016,281.67,282.11,280,281.1,2987.999827
12/6/2016,281.67,282.22,281.67,281.71,1187.999931
12/5/2016,281.89,282.22,281.11,281.61,7208.999582
12/1/2016,286.67,286.67,283.33,283.39,6164.999642
11/30/2016,281.89,283.31,281.89,282.08,1556.99991
11/29/2016,282.24,283.11,281.67,281.69,7370.999572
11/28/2016,284.44,284.44,280.56,282.19,234827.9864
11/24/2016,281.72,283.11,281.72,282.14,10979.99936
11/23/2016,287.42,287.42,283.33,283.98,4085.999763
11/22/2016,282.22,283.33,281.11,282.86,919952.9466
11/21/2016,283,283,281.22,281.39,898082.9479
11/17/2016,278.46,280,278.46,279.39,1214.99993
11/16/2016,278.06,278.89,278.01,278.42,890.9999483
11/15/2016,278.34,279.11,278.34,278.58,368.9999786
11/14/2016,280,280.56,277.89,278.14,3662.999788
11/10/2016,279.44,282.22,279.22,281.18,791.9999541
11/9/2016,282.78,282.78,280.56,282.19,10358.9994
11/8/2016,280.64,282.22,278.92,282.03,10862.99937
11/7/2016,282.11,282.67,282.11,282.28,18485.99893
11/3/2016,282.44,282.44,282,282.2,14255.99917
11/2/2016,282.22,282.22,282.22,282.22,8.999999478
11/1/2016,283,283.33,282.78,283.02,4652.99973
10/31/2016,282.36,285.21,282.36,285.17,6695.999612
10/27/2016,287,287.11,278.89,279.63,5255.999695
10/26/2016,288.89,288.89,286.31,288.88,203129.9882
10/25/2016,288.89,291.11,286.11,288.32,7424.999569
10/24/2016,287.56,288.33,286.11,287.92,5993.999652
10/20/2016,281.67,283.89,281.67,283.07,7874.999543
10/19/2016,282.67,282.78,280.57,281.61,1988.999885
10/18/2016,280.56,283.33,280.56,282.64,2177.999874
10/17/2016,282.78,283.33,280.56,283.2,4013.999767
10/13/2016,278.24,284.22,278.11,283.41,8171.999526
10/10/2016,283.33,283.33,283.33,283.33,98.99999426
10/6/2016,285.33,285.33,283.44,284.64,1106.999936
10/5/2016,282.22,285.56,281.78,285.38,3914.999773
10/4/2016,284,285.44,284,285.42,9053.999475
10/3/2016,280.78,285.56,279.56,279.78,10655.99938
9/29/2016,277.93,280.11,277.78,279.9,543068.9685
9/28/2016,280.33,280.34,277.81,279.69,8981.999479
9/27/2016,279.44,279.44,278.33,279.42,10421.9994
9/26/2016,283.21,283.21,276.11,279.59,8099.99953
9/22/2016,276.44,277.78,276.11,276.48,2447.999858
9/21/2016,277.67,279.93,276.22,277.5,863.9999499
9/20/2016,280,280,275.56,276.53,51524.99701
9/19/2016,277.67,280,277.67,280,317294.9816
9/8/2016,275.54,275.56,275.54,275.56,305.9999823
9/7/2016,271.11,271.56,271.01,271.11,8198.999524
9/6/2016,271.89,272.22,271.31,271.33,14237.99917
9/5/2016,272.22,272.34,271.33,271.6,2942.999829
9/1/2016,272.22,274.22,271.89,272.2,7766.99955
8/31/2016,272.22,276.67,271.44,271.86,10457.99939
8/30/2016,271.79,272.23,271.11,271.93,184715.9893
8/29/2016,275.68,276.22,262.78,270.73,3689.999786
8/24/2016,277.78,278.89,276.68,277.07,196127.9886
8/23/2016,281.22,281.22,276.11,277.33,101231.9941
8/22/2016,283.33,283.33,281,281.51,3851.999777
8/18/2016,288.01,288.01,277.11,286.24,3545.999794
8/17/2016,287.78,288.89,286.78,287.89,3248.999812
8/16/2016,289.33,289.33,288.33,288.84,3302.999808
